,index,air_id,timestamp,msisdn,account_number,balance_change,new_balance,transaction_reference,adc_id,timestamp_1,msisdn_1,imei,imsi,location,ccn_id,timestamp_2,msisdn_2,duration_sec,charge,transaction_id,timestamp_3,msisdn_3,account_number_1,amount,recipient_msisdn,service_fee,record_id,timestamp_4,calling_msisdn,called_number,call_duration_sec,service_type_1,location_1,operator_id,year,month,day,hour,minute,second,dayofweek,quarter,is_weekend,service_type_Mini Statement,service_type_PIN Reset,device_model_Nokia,device_model_Samsung S21,device_model_Tecno Camon,device_model_iPhone 12,is_device_swap_True,call_type_MT,destination_network_MTN,destination_network_TELKOM,destination_network_TIGO,destination_network_VODACOM,destination_network_VODAFONE,is_roaming_True,is_high_usage_True,transaction_type_Transfer,transaction_type_Withdrawal,transaction_status_Pending,transaction_status_Success,call_result_Dropped,call_result_Failed,is_high_frequency_True,is_short_duration_True,day_name_Thursday,day_name_Wednesday,isFraud,prediction
10,4132863,AIR_4533344,2025-03-26 09:38:01+00:00,19Q3I7P7S60O8J92RCUX,81GF877UL1UYVIDOHCET,0.254285733,-0.759214926,MMT_354933,ADC_8113013,3/26/2025 10:59,19Q3I7P7S60O8J92RCUX,8.15E+13,4.66E+14,Lake Savannahshire,CCN_2382855,3/26/2025 19:04,19Q3I7P7S60O8J92RCUX,0.623618958,-0.845331591,MMT_9688499,3/26/2025 16:23,19Q3I7P7S60O8J92RCUX,NNN3BGCEE5AJICZGSCHQ,-1.299038137,ZHRXK9DUTFOD0CA2XQ85,-1.299038137,MSC_6359267,3/26/2025 4:23,19Q3I7P7S60O8J92RCUX,FZNRQ6VA58YNUOO2HK6E,-0.109782497,MMS,East Krista,9926,0,0,-1.0389505,-0.359840235,0.493846976,-1.628342184,-1.0389505,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
11,4114553,AIR_540047,2025-03-26 09:50:08+00:00,P063QR656DN4UNAKK07Y,A3CMR0C7H9P1TGURRLHR,-0.444657386,0.433327794,MMT_6372705,ADC_1583334,3/26/2025 10:42,P063QR656DN4UNAKK07Y,7.04E+14,2.29E+14,South Denise,CCN_4278936,3/26/2025 7:10,P063QR656DN4UNAKK07Y,-1.235335784,-1.205613739,MMT_6048150,3/27/2025 3:44,P063QR656DN4UNAKK07Y,AQSCQPBYYPJY8L93DQND,-0.673826309,LUE1UKP2WIEHKUHL0ECN,-0.673826309,MSC_3626807,3/27/2025 12:56,P063QR656DN4UNAKK07Y,C2ZTX7Q4A2E70CJWMAI2,0.470037582,MMS,Randallberg,321,0,0,-1.0389505,-0.359840235,1.1838582,-1.22440544,-1.0389505,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
12,532894,AIR_4567131,2025-03-26 21:46:41+00:00,VC6LSEK5C67UMLRVC6MF,87GA61R813IZQXKON36U,-0.984789028,0.544513479,MMT_7980729,ADC_5436617,3/26/2025 4:54,VC6LSEK5C67UMLRVC6MF,4.16E+14,4.71E+14,West Cindy,CCN_8323101,3/26/2025 12:59,VC6LSEK5C67UMLRVC6MF,-0.894719853,1.454931352,MMT_5368596,3/26/2025 6:40,VC6LSEK5C67UMLRVC6MF,F0YEB4HX4HGZEA17BAZ6,1.311774532,ZHRXK9DUTFOD0CA2XQ85,1.311774532,MSC_5302955,3/27/2025 6:07,VC6LSEK5C67UMLRVC6MF,2KP50EW5981A4F22SG6H,-0.144923108,MMS,Jennastad,2521,0,0,-1.0389505,1.377382141,0.953854459,0.679867783,-1.0389505,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0
13,2491491,AIR_6114276,2025-03-27 22:15:52+00:00,QBEMGTCQRM08SEOC5N2B,LXQ4FED29BU7HKATJ6EG,-1.456044823,0.628249332,MMT_5353660,ADC_5030449,3/26/2025 11:00,QBEMGTCQRM08SEOC5N2B,2.53E+14,1.56E+14,Longbury,CCN_3715541,3/27/2025 15:50,QBEMGTCQRM08SEOC5N2B,-1.21801633,-0.138624301,MMT_1837554,3/27/2025 20:13,QBEMGTCQRM08SEOC5N2B,RKIZSB6ZVMVF7LQFN6XL,-0.579422089,IH7IEBIILNPJICTE03ND,-0.579422089,MSC_753317,3/27/2025 19:47,QBEMGTCQRM08SEOC5N2B,0N4ZRKVIDVAR9FNBJC5I,-1.626685532,SMS,Brownside,9837,0,0,0.606751396,1.522150673,-0.828674538,1.314625524,0.606751396,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0
14,1096369,AIR_3223397,2025-03-27 09:22:17+00:00,IW19GAQHP3CM5Z23IDKG,ETV7K3L69K29GE86NMXV,1.014336747,0.460569673,MMT_4414295,ADC_4534101,3/27/2025 2:38,IW19GAQHP3CM5Z23IDKG,9.87E+14,2.25E+14,South Jesseborough,CCN_8893834,3/27/2025 19:55,IW19GAQHP3CM5Z23IDKG,-0.658020646,-0.027768256,MMT_8151111,3/27/2025 21:14,IW19GAQHP3CM5Z23IDKG,WON3VETWM4WI45UPWCEX,-0.642012432,ZHRXK9DUTFOD0CA2XQ85,-0.642012432,MSC_9707410,3/26/2025 21:07,IW19GAQHP3CM5Z23IDKG,19R8WI12OM9XTLT55Q3O,-0.467045374,MMS,North Maria,2846,0,0,0.606751396,-0.359840235,-0.42616799,-0.705058198,0.606751396,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0
15,872020,AIR_9696680,2025-03-27 14:28:28+00:00,173LJSL8BIEQ9LAVZ7QO,8XGDGWG8C9A9VD2SFB32,1.350602787,0.596016574,MMT_3760825,ADC_2212715,3/26/2025 22:28,173LJSL8BIEQ9LAVZ7QO,2.10E+14,9.99E+14,Lake Nicholas,CCN_4488659,3/26/2025 15:17,173LJSL8BIEQ9LAVZ7QO,-0.565650224,-1.004687156,MMT_265979,3/27/2025 0:58,173LJSL8BIEQ9LAVZ7QO,N3H5W2PQDQHT9NVYG14I,-1.361974284,ZHRXK9DUTFOD0CA2XQ85,-1.361974284,MSC_1075920,3/27/2025 20:37,173LJSL8BIEQ9LAVZ7QO,N033U5ZGIOXGMXFEL90M,1.354409622,MMS,South Katrina,3811,0,0,0.606751396,0.364002422,-0.081162378,-0.070300457,0.606751396,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0
16,3107879,AIR_8606538,2025-03-28 01:43:05+00:00,SUF0CWHYU0HOQ2GR2GMP,SXKXH6KS98KBVY4JQJGR,-1.589308367,1.019686715,MMT_1170426,ADC_1737185,3/27/2025 18:51,SUF0CWHYU0HOQ2GR2GMP,2.11E+14,8.56E+14,Gomezville,CCN_3625576,3/26/2025 4:14,SUF0CWHYU0HOQ2GR2GMP,0.767947743,1.281718781,MMT_9052878,3/26/2025 12:07,SUF0CWHYU0HOQ2GR2GMP,Z7E0J5YWTCZ0SUDO7LPM,0.590429469,ZHRXK9DUTFOD0CA2XQ85,0.590429469,MSC_8782798,3/26/2025 14:58,SUF0CWHYU0HOQ2GR2GMP,GJUD6S2CFU4GRT3J550U,0.651597405,SMS,Fordmouth,372,0,0,2.252453292,-1.517988485,0.781351653,-1.397521188,2.252453292,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
17,2481128,AIR_9417312,2025-03-26 05:23:32+00:00,HD0QO990E8DEU5OVRY4H,R4AQ0SUODWLMBHIUWUGH,1.165552892,-1.156682955,MMT_6990030,ADC_5225778,3/26/2025 15:10,HD0QO990E8DEU5OVRY4H,1.77E+13,4.50E+14,Kellystad,CCN_2142456,3/26/2025 18:58,HD0QO990E8DEU5OVRY4H,0.231044665,1.274790278,MMT_2254089,3/27/2025 12:33,HD0QO990E8DEU5OVRY4H,8ANR4YERVUEY3A14M0JV,0.047518755,ZHRXK9DUTFOD0CA2XQ85,0.047518755,MSC_9347707,3/27/2025 9:59,HD0QO990E8DEU5OVRY4H,8EZ2E2ZYU9EAFXJAM2ZK,0.885868144,SMS,Douglasfurt,1991,0,0,-1.0389505,-0.93891436,-0.368667055,0.16052054,-1.0389505,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0
18,3322856,AIR_7653682,2025-03-27 21:09:58+00:00,306SI8FJ34FGZS9J8HF6,UU8I4VKE7YZH1MPVYZ02,1.696362991,-1.681557024,MMT_2408955,ADC_6005382,3/27/2025 23:35,306SI8FJ34FGZS9J8HF6,3.18E+14,6.69E+14,Burgessburgh,CCN_6129838,3/26/2025 4:24,306SI8FJ34FGZS9J8HF6,0.046303821,0.96300765,MMT_7533704,3/26/2025 8:45,306SI8FJ34FGZS9J8HF6,IHM38JSQWA0B4IBK7ZUU,0.432397497,ZHRXK9DUTFOD0CA2XQ85,0.432397497,MSC_6304752,3/26/2025 20:27,306SI8FJ34FGZS9J8HF6,Y9JYRSZM0NNT0YFE25SJ,-0.408477689,SMS,Jenniferstad,7936,0,0,0.606751396,1.377382141,-1.17368015,1.660857019,0.606751396,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0
19,2307454,AIR_4504751,2025-03-27 11:18:20+00:00,0IE86D6ACFEY6C8CXENS,Q4QJZZSQPICK7FSOKQUM,1.542039665,-1.249707387,MMT_7316079,ADC_8231505,3/28/2025 1:52,0IE86D6ACFEY6C8CXENS,4.83E+14,5.82E+14,Jenniferville,CCN_5164596,3/26/2025 5:41,0IE86D6ACFEY6C8CXENS,-0.796576279,-0.762189557,MMT_6057241,3/28/2025 2:28,0IE86D6ACFEY6C8CXENS,PZM4NCX2QK47VFVHXOYR,0.360470472,ZHRXK9DUTFOD0CA2XQ85,0.360470472,MSC_7640922,3/26/2025 10:55,0IE86D6ACFEY6C8CXENS,Q6P94J41ZIH8CKUVGUWT,0.909295218,MMS,Feliciaburgh,7489,0,0,0.606751396,-0.070303172,-0.656171732,-0.53194245,0.606751396,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0
20,2100618,AIR_3337313,2025-03-27 01:00:03+00:00,6PB44I02FAW45VT98753,JRQQFBESURZXZCIEAF1U,0.320399642,0.0750243,MMT_900294,ADC_2673385,3/26/2025 14:06,6PB44I02FAW45VT98753,4.65E+14,8.94E+14,Greenefurt,CCN_4406386,3/26/2025 18:19,6PB44I02FAW45VT98753,1.304850821,-1.565895886,MMT_3414597,3/27/2025 19:57,6PB44I02FAW45VT98753,NNDDTJTT9X2TE7H6JKQO,-0.342892835,Q473XPEYE78F2DPT8AD2,-0.342892835,MSC_1034654,3/26/2025 13:20,6PB44I02FAW45VT98753,Q0CET1ZFR0NWD1A88XKB,-1.486123089,SMS,South Timothy,4830,0,0,0.606751396,-1.517988485,-1.691188569,-1.512931686,0.606751396,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0
21,5244346,AIR_836199,2025-03-27 16:50:46+00:00,VQ7CU0NVUKQDGEV7YMRR,ZYF5EDVJHXE5CZZO36QG,1.631457431,-1.402622363,MMT_1091728,ADC_6600318,3/27/2025 16:12,VQ7CU0NVUKQDGEV7YMRR,6.04E+14,4.43E+14,Darrylland,CCN_4214813,3/26/2025 18:02,VQ7CU0NVUKQDGEV7YMRR,0.329188238,1.219362255,MMT_835939,3/26/2025 9:47,VQ7CU0NVUKQDGEV7YMRR,YKBM4FBY4W5P5X53ONE1,0.810360178,3PNWPELMCAQLV8OA8WKV,0.810360178,MSC_2991113,3/27/2025 21:45,VQ7CU0NVUKQDGEV7YMRR,GKPGTNVD4JCWJRHARFTF,1.219703947,Voice,North Lindabury,3181,0,0,0.606751396,0.653539485,1.1838582,0.968394028,0.606751396,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0
22,3973559,AIR_3810265,2025-03-26 22:48:58+00:00,FBEE7Y5JWL8E9KJG6X6Y,94ZW5EP0BTPFCVESGO02,-0.635403779,-0.7829216,MMT_995820,ADC_9924594,3/26/2025 7:29,FBEE7Y5JWL8E9KJG6X6Y,8.76E+14,1.79E+14,Port George,CCN_1564384,3/27/2025 15:40,FBEE7Y5JWL8E9KJG6X6Y,0.779494046,-1.662894926,MMT_6086205,3/26/2025 6:58,FBEE7Y5JWL8E9KJG6X6Y,EDR9WJ5O4T0HG4GTZGZL,-1.607148613,ZHRXK9DUTFOD0CA2XQ85,-1.607148613,MSC_9912772,3/26/2025 22:01,FBEE7Y5JWL8E9KJG6X6Y,7S2GU5TVFXP7M1J7U69P,0.721878627,MMS,Lake Holly,4120,0,0,-1.0389505,1.522150673,1.06885633,1.660857019,-1.0389505,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
23,3196898,AIR_9644999,2025-03-26 03:43:19+00:00,H78FG1CC6NF0UZWPD57A,1C16RSNAL7JUISLM2IFL,0.506485263,-0.161418575,MMT_6806502,ADC_7816766,3/27/2025 21:42,H78FG1CC6NF0UZWPD57A,7.55E+14,9.28E+14,New April,CCN_5173720,3/26/2025 18:35,H78FG1CC6NF0UZWPD57A,-0.392455683,0.907579628,MMT_9592614,3/26/2025 4:19,H78FG1CC6NF0UZWPD57A,1E2DZ776PF9LZ05W8Z17,-0.638900205,ZHRXK9DUTFOD0CA2XQ85,-0.638900205,MSC_591515,3/27/2025 12:07,H78FG1CC6NF0UZWPD57A,CS3KCNLPQJOH7RF2ELEA,-1.456839246,MMS,New Christinabury,3318,0,0,-1.0389505,-1.228451423,0.781351653,-0.589647699,-1.0389505,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0
